,DOI,Title,Abstract,Extracted Dictionary,Prediction,,
1009,10.1016/j.jmrt.2023.07.272,Enhancing performance of advanced fuel cell design with functional energy materials and process,"Efficiency enhancement of hydrogen based electric powertrain is becoming highly relevant for medium to heavy duty transportation due to advantages of eminent electrochemical cell design and advances in infrastructure accessibility. Herein, a facile and highly effective fabrication process has been reported for the first time to demonstrate an outstanding mechanical strength and electrical conductivity simultaneously in the carbon rich composite designed to enhance the fuel cell performance. Improvement of composites with different advanced reinforced materials such as carbon veil, recycled carbon fiber as well as functional additives such as carbon black, multiwalled nanotube, etc. Was investigated through a holistic approach of optimized parameters. Advanced composite plates have been designed to be mechanically flexible, electrically conductive and cost effective; this newly designed composite for bipolar plate supersedes by far the US Department of Energy (DOE) target for fuel cell bipolar plate with a flexural strength of over 64 MPa and exceeding electrical conductivity of 200 S/cm. Notably, tuned process parameters as well as novel architecture of materials such as continuous carbon fiber and carbon veil can facilitate the fabrication of a light-weight high-performance carbon polymer composite for a wide range of applications including battery electrodes, supercapacitors, fuel cells and solar cell.",,"{'Battery_Material/Battery_Type': ['Lithium-ion batteries'], 'Recycling_Process_Used': ['pyrolysis'], 'Process_Conditions/Battery_Properties': ['temperature of 400 °C and 10 min reaction time', '90 % of the organic matter was converted into volatile gases'], 'Recovered_Materials': ['carbon nanotubes']}
",305,TRUE
1010,10.1016/j.jmst.2023.11.016,Catalytic engineering for polysulfide conversion in high-performance lithium-sulfur batteries,"Lithium-sulfur (Li-S) batteries are considered appealing power sources due to their high theoretical energy density (2600 Wh kg−1), low cost, and environmental friendliness. However, their widespread applicability is restricted by two scientific problems: sluggish sulfur reaction kinetics and severe polysulfide shuttle effects. Multifarious strategies have been developed to overcome these two obstacles and achieve high sulfur utilization and capacity retention. Among these strategies, the introduction of catalytic materials into the Li-S battery system can greatly accelerate sulfur conversion and effectively inhibit the polysulfide shuttle effects. Herein, we have comprehensively reviewed the recent progress of catalytic engineering for polysulfide conversion in high-performance lithium-sulfur batteries. First, various catalytic materials serve as sulfur hosts, functionalized separators, and electrolyte additives; the mechanisms by which these materials promote the conversion of polysulfides in Li-S batteries have been systematically summarized. The relationship of structure, preparation, property, advantages, and limitations of these catalytic materials are comprehensively presented. Subsequently, the advanced characterization techniques of these catalytic processes are discussed, shedding light on the fundamental understanding of catalytic effects for improved electrochemical performance. Furthermore, future design tactics for high-performance Li-S batteries are discussed.",,"{'Battery_Material/Battery_Type': ['Lithium-sulfur (Li-S) batteries'], 'Recycling_Process_Used': ['chemical leaching', 'acid leaching', 'alkaline leaching', 'roasting', 'hydrometallurgical process', 'microwave-assisted leaching', 'ultrasound-assisted leaching', 'pulping-roasting-leaching', 'solvent extraction', 'solvent-free extraction', 'acidic leaching', 'alkaline leaching', 'hydrometallurgical process', 'microwave-assisted leaching', 'ultrasound-assisted leaching', 'pulping-roasting-leaching', 'solvent extraction', 'solvent-free extraction', 'acidic leaching', 'alkaline leaching', 'hydrometallurgical process', 'microwave-assisted leaching', 'ultrasound-assisted leaching', 'pulping-roasting-leaching', 'solvent extraction', 'solvent-free extraction'], 'Process_Conditions/Battery_Properties': ['500 °C', '1000 °C', '1200 °C', '1300 °C', '1400 °C', '1500 °C', '1600 °C', '1700 °C', '1800 °C', '1900 °C', '2000 °C', '2100 °C', '2200 °C', '2300 °C', '2400 °C', '2500 °C', '2600 °C', '2700 °C', '2800 °C', '2900 °C', '3000 °C', '3100 °C', '3200 °C', '3300 °C', '3400 °C', '3500 °C', '3600 °C', '3700 °C', '3800 °C', '3900 °C', '4",1166,FALSE
1011,10.1016/j.cej.2024.149379,Peroxymonosulfate activation by N-doped 3D graphene from spent lithium-ion batteries for organic pollutants degradation: An insight into the degradation mechanism,"The large-scale retirement of lithium-ion batteries (LIBs) has raised increasing concerns about recycling spent graphite with low value-added. However, it remains challenging to design a low energy consumption and high value-added approach for upcycling spent graphite. This study proposes a novel recycling strategy involving the reconstruction of porous architectures through nitrogen-doped graphene using NH3·H2O to enhance the deactivation resistance of rhodamine B (RhB) degradation via peroxymonosulfate (PMS) activation. Spent graphite with defects and polar functional groups were used as the feed materials. Specifically, the prepared defective nitrogen-doped graphene can efficiently activate the PMS under a broad pH range and a real water matrix. The analytical and density functional theory calculation results suggested that graphite N plays the dominant role in activating PMS with the formation of reactive oxygen species. The quenching, electron paramagnetic resonance and electrochemical results indicated that the singlet oxygen plays a dominant role, while the free radicals of superoxide radical, sulfate radical and hydroxyl radical work together during the degradation of RhB into CO2 and H2O through demethylation, chromophore cleavage, opening-ring and mineralization. This study proposes a promising strategy for upcycling spent graphite from spent LIBs into environmental functional materials with potential application in effluent treatment.",,"{'Battery_Material/Battery_Type': ['lithium-ion batteries (LIBs)'], 'Recycling_Process_Used': ['novel recycling strategy involving the reconstruction of porous architectures through nitrogen-doped graphene using NH3·H2O'], 'Process_Conditions/Battery_Properties': ['a broad pH range and a real water matrix'], 'Recovered_Materials': ['environmental functional materials with potential application in effluent treatment']}
",423,FALSE
1012,10.1016/j.rser.2024.114732,"A critical review on the efficient cooling strategy of batteries of electric vehicles: Advances, challenges, future perspectives","In order to comply with greenhouse gas emission standards in the current period, electric cars, or EVs, represent a possible solution. One of the most promising technologies for the sustainable energy revolution, and one of these EVs, is battery energy storage. However, because lithium batteries generate heat inside, their operating temperature considerably impacts their performance and longevity. The most significant obstacle for the battery nodule designer is regulating the operating temperature (between 15 and 35 °C), controlled by a battery thermal management system (BTMS). The study identifies a research gap in the predominant focus on phase change material (PCM) cooling and highlights the novelty of exploring direct liquid cooling as a robust strategy for enhancing battery performance and longevity. This review study summarizes different efficient cooling strategies for batteries and advances and the thermal characteristics, challenges, and future perspectives of the BTMs. A thorough overview of the major investigations and findings of the experimental, simulation, and modeling work on BTMs is conducted. This study also covers the optimization and control aspect of the battery operation for precise control, ensuring safety and lower energy usage. This study aligns with environmental, social, and governance (ESG) principles and sustainable development goals (SDGs). Sustainable battery cooling solutions contribute to EV batteries' longevity and align with ESG principles by promoting energy efficiency and reducing carbon emissions. This review research provides direction for future improvements or development of the most practical and effective BTMs.",,"{'Battery_Material/Battery_Type': ['Lithium-ion batteries'], 'Recycling_Process_Used': ['leaching', 'solvent extraction', 'oxidation roasting'], 'Process_Conditions/Battery_Properties': ['H2SO4 95%', 'pH 2.0', 'RO water', '250 °C', '20 min', '100 °C', '20 min', '100 °C', '10 min', '80 °C', '20 min', '80 °C', '10 min', '80 °C', '10 min', '80 °C', '10 min', '80 °C', '10 min', '80 °C', '10 min', '80 °C', '10 min', '80 °C', '10 min', '80 °C', '10 min', '80 °C', '10 min', '80 °C', '10 min', '80 °C', '10 min', '80 °C', '10 min', '80 °C', '10 min', '80 °C', '10 min', '80 °C', '10 min', '80 °C', '10 min', '80 °C', '10 min', '80 °C', '10 min', '80 °C', '10 min', '80 °C', '10 min', '80 °C', '10 min', '80 °C', '10 min', '80 °C', '10 min', '80 °C', '10 min', '80 °C', '10 min', '80 °C', '10 min', '80 °C', '10 min', '80 °C', '10 min', '80 °C', '10 min', '80 °C', '10 min', '80 °C', '10 min', '80 °C', '10 min', '80 °C', '10 min', '80 °C', '10 min', '80 °C', '",996,TRUE
1013,10.1016/j.susmat.2022.e00547,Deep eutectic solvents assisted biomass pre-treatment to derive sustainable anode materials for lithium-ion batteries,"Biomass such as agricultural waste is an attractive and sustainable source to produce electrode materials for energy storage systems. The pre-treatment of biomass is a key process that determines the quality of resulting material and consequently defines the performance of the device. In common practice, aggressive and toxic chemicals such as inorganic acids and alkaline solvents have extensively been used, which threatens environmental and human health. Herein, we have presented deep eutectic solvents (DES)-based green, inexpensive and effective solvents for the pre-treatment of rice-husk (RH) biomass. The results demonstrate that DES efficiently and selectively remove the inorganic impurities from RH without affecting their organic content. Later, the DES pre-treated RH were transformed into silicon/carbon (Si/C) nanocomposite using single step pyrolysis method and employed as anode materials for lithium-ion battery (LIB). It was revealed that DES significantly affects the structural and morphological properties of resulting Si/C materials. Benefiting from the unique hierarchical characteristics of Si/C nanocomposites, all the samples delivered excellent electrochemical properties with maximum specific capacity of 372.5 mAh/g and pro-longed cycling stability. Thus, the present investigation provides green and cost-effective strategy for pre-treatment of rice-husk, which can be further extended to various biomass.",,"{'Battery_Material/Battery_Type': ['lithium-ion batteries'], 'Recycling_Process_Used': ['pyrolysis process'], 'Process_Conditions/Battery_Properties': ['400 °C', '1000 °C'], 'Recovered_Materials': ['carbon-based materials']}
",227,FALSE
1014,10.1016/j.seppur.2015.03.002,Study on preparation of NiCo ferrite using spent lithium-ion and nickel–metal hydride batteries,"To reduce cost and secondary pollution caused by complicated separation and purification in the recycling of spent batteries, an environmentally friendly process was proposed to treat and recycle a mixture of spent lithium-ion batteries (LIBs) and nickel–metal hydride (Ni–MH) batteries. In this novel process, spent LIBs and NiMH batteries were used as source materials to prepare magnetic nanoparticles of NiCo ferrite by sol–gel combustion. Characterization studies, such as XRD, FESEM and TEM, have been carried out to explore the particle size. The presence of functional group has been identified by Fourier transform infrared spectra. From TG–DSC studies, crystallization occurs at temperatures above 550°C. The magnetic properties of final nanoparticles were found to be directly influenced by average size of products. The values of Ms, Mr, and Hc of NiCo ferrite increase with the increasing size of the final products.",,"{'Battery_Material/Battery_Type': ['lithium-ion batteries (LIBs)', 'nickel–metal hydride (Ni–MH) batteries'], 'Recycling_Process_Used': ['sol–gel combustion'], 'Process_Conditions/Battery_Properties': ['550°C'], 'Recovered_Materials': ['magnetic nanoparticles of NiCo ferrite']}
",286,FALSE
1015,10.1016/j.jmmm.2015.09.047,Study of the preparation of NI–Mn–Zn ferrite using spent NI–MH and alkaline Zn–Mn batteries,"Magnetic nanoparticles of Ni–Mn–Zn ferrite have been prepared by a sol–gel method making use of spent Ni–MH and Zn–Mn batteries as source materials. Characterization by X-ray diffraction was carried out to study the particle size. The presence of functional groups was identified by Fourier transform infrared spectroscopy. From studies by thermogravimetry and differential scanning calorimetry, crystallization occurred at temperatures above 560°C. The magnetic properties of the final products were found to be directly influenced by the average particle size of the product. The M s values increase and the H c values decrease as the size of the Ni–Mn–Zn ferrite particles increases.",,"{'Battery_Material/Battery_Type': ['Lithium-ion batteries'], 'Recycling_Process_Used': ['chemical leaching'], 'Process_Conditions/Battery_Properties': ['pH 2.0', '50 °C', '5 min'], 'Recovered_Materials': ['cobalt']}
",217,FALSE
1016,10.1016/j.electacta.2017.11.155,Fast and scalable synthesis of durable Na0.44MnO2 cathode material via an oxalate precursor method for Na-ion batteries,"Na0.44MnO2 has aroused global interest as a promising cathode material for sodium ion batteries due to its unique tunnel structure. Rod-like Na0.44MnO2 is synthesized here via a simple, fast and environment-friendly oxalate precursor-based process, and the electrochemical performances, as well as the structural evolution within the electrode redox process and the chemical mechanism for material synthesis, are systematically investigated. The Na0.44MnO2 material prepared at 900 °C for 3 h (denoted as NMO-9003) possesses the highest reversible capacity of 120 mAh g−1 at 0.2 C and an optimal rate capacity of 106 mAh g−1 at 1 C, while its long-term capacity retention is 86% after 500 cycles at 20 C, indicating superior structural reversibility. In addition, the NMO-9003 sample shows the fastest cationic diffusion rate at approximately 1.2 × 10−13 cm2 s−1. The density functional theory (DFT)-based calculation is adopted to explore the lattice variation of Na0.44MnO2 upon the electrode process, which confirms that the host structure bears a minor volume change approximately 7% from 2.0 to 3.8 V, well demonstrating the origin of excellent reversibility.",,"{'Battery_Material/Battery_Type': ['Lithium-ion batteries (LIBs)'], 'Recycling_Process_Used': ['leaching process'], 'Process_Conditions/Battery_Properties': ['100 mL of 2 M H2SO4'], 'Recovered_Materials': ['lithium', 'cobalt and nickel']}
",239,FALSE
1017,10.1016/j.jelechem.2019.113434,A novel and low-cost iron source for synthesizing Cl-doped LiFePO4/C cathode materials for lithium-ion batteries,"The optimal experimental conditions (sintering time is 4 h, the sintering temperature is 650 °C, and the mass percentage of citric acid and pickled iron oxide red is 80.25%) for the synthesis of LFP/C cathode materials were determined by orthogonal experiments. To further improve electrochemical performance, Cl-doped LiFePO4/C cathode material was successfully synthesized by high-temperature solid phase method using pickling iron oxide red and citric acid as the iron source and carbon source, respectively. The experimental results reveal that it is a practical method to prepare LiFePO4/C cathode material by pickling iron oxide red as raw material to reduce production cost. It is also proved that Cl doping can effectively change the microstructure, improve the structural stability and improve its rate performance, cycle performance and ion diffusion rate of LiFePO4. The initial capacity of Cl-doped LiFePO4/C electrode achieves 164.1 mAh g− 1 at 0.1C, which is about 96.53% of the theoretical capacity (170 mAh g− 1). The Cl-doped LiFePO4/C electrode material can achieve the reversible capacity of 105.3 mAh g− 1 with the capacity retention rate of 91.5% after 500 cycles at 10C, which is much higher than that of undoped LiFePO4/C (62.7%) electrode materials.",,"{'Battery_Material/Battery_Type': ['Lithium iron phosphate (LFP) cathode material'], 'Recycling_Process_Used': ['solvent extraction process'], 'Process_Conditions/Battery_Properties': ['pH 2.0', 'solvent extraction efficiency of 99.96%'], 'Recovered_Materials': ['cobalt (Co)', 'manganese (Mn)', 'iron (Fe)', 'phosphorus (P)']}
",328,FALSE
1018,10.1016/j.nanoen.2020.104851,First high-nuclearity mixed-valence polyoxometalate with hierarchical interconnected Zn2+ migration channels as an advanced cathode material in aqueous zinc-ion battery,"To date, the research on Zn2+ storage properties of nanosized high-nuclearity polyoxometalate clusters (HNPCs) in aqueous zinc-ion batteries is still unexplored. Herein, we for the first time utilized the nanosized mixed-valence K10[VIV 16VV 18O82] (KVO) cluster as a Zn2+ storage material to exploit novel Zn/HNPC battery with eminent charge–discharge properties because the 3-D orderly packing of nanosized KVO clusters in the microstructure can engineer and construct multidimensional interconnected Zn2+ migration channels, which can endow the KVO host with high electron and Zn2+ conductivities and high-efficiency Zn2+ migration behavior. As expected, the as-fabricated Zn/K10[VIV 6VV 18O82] battery exhibits a high reversible capacity of 401 mAh g −1, good cyclic stability with capacity retention of 93% over 4000 cycles at 3 A g −1, and favorable energy (285 Wh kg −1) and power density (4.5 kW kg −1). A quantitative Zn2+ storage mechanism has been proposed based on in-depth insight on Zn2+ intercalation/deintercalation behavior and redox reaction process during cycling. This work not only provides a new zinc-ion battery research platform of HNPCs and opens up a new understanding of the Zn2+ storage mechanism in the POM host, but also demonstrates a tremendous and promising application potential of HNPCs in aqueous batteries.",,"{'Battery_Material/Battery_Type': ['Lithium-ion batteries'], 'Recycling_Process_Used': ['leaching process'], 'Process_Conditions/Battery_Properties': ['300 °C', '40 min', '100 g L −1'], 'Recovered_Materials': ['Li2CO3', 'Fe2O3', 'Al2O3', 'SiO2', 'C', 'Li', 'Ni', 'Co', 'Mn', 'Fe', 'Li2O', 'K2CO3']}
",302,TRUE
1019,10.1016/j.jhazmat.2019.121112,Energy efficient electrodes for lithium-ion batteries: Recovered and processed from spent primary batteries,"In an attempt to develop low cost, energy efficient and advanced electrode material for lithium-ion batteries (LIBs), waste-to-wealth derived as well as value added spent battery materials as potential alternatives assume paramount importance. By combining the low lithiation potential advantages, one can arrive at energy efficient electrodes bestowed with cost effective and eco-friendly benefits required for practical LIB applications. In the present study, Zn and Mn-salts along with C were successfully extracted from the spent zinc carbon batteries through a simple and efficient hydrometallurgy approach and decomposed thermally to obtain ZnMn2O4 at 350 °C for 12 h and 450 °C for 3 h. Further, C-ZnMn2O4 nanocomposites were prepared and demonstrated for appreciable electrochemical performance in LIB assembly. Our results show that C-ZnMn2O4 composites prepared at 350 °C and 450 °C demonstrate better performance than pristine ZnMn2O4 anode due to the improved electronic conductivity rendered by the added carbon obtained from spent primary battery. In particular, C-ZnMn2O4 at 350 °C @12 h exhibits appreciable electrochemical performance by showing a stable and higher capacity of 600 mAhg−1 at a current density of 50 mAg−1 in the voltage range of 0.01–3.0 V and qualifies it as a better performing cost-effective anode for LIBs.",,"{'Battery_Material/Battery_Type': ['lithium-ion batteries (LIBs)'], 'Recycling_Process_Used': ['hydrometallurgy approach'], 'Process_Conditions/Battery_Properties': ['350 °C for 12 h and 450 °C for 3 h'], 'Recovered_Materials': ['Zn and Mn-salts', 'C-ZnMn2O4 nanocomposites']}
",279,FALSE
1020,10.1016/j.jpcs.2023.111728,Nitrogen-containing bimetal oxides derived from cobalt-zinc MOF as anode materials for lithium-ion batteries,"Spherical, controlled-morphology porous nitrogen-containing bimetal oxides (CoO–ZnO@NC-450) were produced. Firstly, the spherical CoZn-BTC@NC precursor with nanoparticles on the surface was prepared by hydrothermal method with 1,3,5-benzenetricarboxylic acid as ligand, Co2+ and Zn2+ as metal sources, and polyvinyl pyrrolidone and urea solution with a concentration of 0.1 mol/L added. Then, various nitrogen-containing bimetallic oxide composites were created by calcining the metal–organic framework precursor at 350, 450, and 550 °C in an argon environment. When used as anode material, CoO–ZnO@NC-450 exhibited high cycle stability; at a current density of 0.2 A g−1, its initial discharge specific capacity was 975.2 mAh g−1, and remained at 796.2 mAh g−1 and after 100 cycles.",,"{'Battery_Material/Battery_Type': ['Lithium-ion batteries'], 'Recycling_Process_Used': ['microwave-assisted leaching', 'acid leaching', 'microwave-assisted extraction'], 'Process_Conditions/Battery_Properties': ['200 °C', '2 M HCl', '30 min', '90 %', '90 °C'], 'Recovered_Materials': ['lithium', 'Ni', 'Co', 'Mn', 'Al', 'Cu', 'Li2CO3', 'Li2O', 'LiOH', 'H2O']}
",362,FALSE
1021,10.1016/j.jenvman.2021.113564,An investigation of chemical and electrochemical conversion of SILAR grown Mn3O4 into MnO2 thin films,"Manganese oxide is an interesting material for electrochemical properties. It is well known that Mn3O4 (spinel) can be electrochemically converted to MnO2 (birnessite) via the electrochemical route during cyclic voltammetry (CV) cycling in aqueous Na2SO4 solution. Herein, the novel way is represented for the growth of highly adherent and compact Mn3O4 thin films by using successive ionic layer adsorption and reaction (SILAR) method. As grown Mn3O4 thin films are converted into MnO2 after chemical treatment by hydrochloric acid (HCl) via a disproportionate reaction. Mn3O4 thin films are converted into MnO2 by both chemical and electrochemical paths. During chemical conversion, at acidic pH, the crystal water insertion (H3O+) in Mn3O4 crystal provides the necessary driving force to transform it into MnO2 crystal. During electrochemical transformation, the specific capacitance was found to increase from 72 (1st CV cycle) to 393 F/g (1600th CV cycle). On the other hand, the specific capacitance was increased from 72 to 258 F/g through chemical transformation. Electrochemical and chemical conversion leads to ~5.5 and ~3.5 fold, respectively, improved supercapacitive performance than pristine Mn3O4 thin films. Both chemical and electrochemical conversion routes are extremely useful to recycle battery waste for supercapacitor applications.",,"{'Battery_Material/Battery_Type': ['Lithium-ion batteries'], 'Recycling_Process_Used': ['solvent extraction and ion exchange (IX)', 'oxalic acid leaching', 'oxalic acid precipitation', 'and roasting'], 'Process_Conditions/Battery_Properties': ['pH 2.5', '40 °C', '2 M H2SO4', 'and 30 min'], 'Recovered_Materials': ['cathode active material (CAM)']}
",350,FALSE
1022,10.1016/j.nanoen.2022.106995,Thermoacoustic energy harvesting using thermally-stabilized polyacrylonitrile nanofibers,"The piezoelectric conversion of thermoacoustic waves into electricity is a simple, flexible, and low-cost approach to recycle waste heat. It requires sufficient energy conversion and high material sustainability at high temperatures but remains a challenge to attain. This study demonstrates that thermally stabilized polyacrylonitrile (PAN) nanofiber membranes prepared by electrospinning and a program of heat treatment can effectively and stably convert thermoacoustic waves into sizeable electric energy at a temperature as high as 450 °C. Under mono-frequency sound (118 dB, 230 Hz), the membrane device (working area 3 × 3 cm2) can produce an open-circuit voltage as high as 118 V and short-circuit current of 12 μA (power density 392 mW/m2) in a broad temperature range (room temperature-450 °C). The working temperature has little effect on acoustoelectric output. We used a mini-thermoacoustic engine to generate thermoacoustic sound and in-situ converted the thermoacoustic waves into electric power using our acoustoelectric device. Under thermoacoustic waves, where the acoustoelectric device was heated to 280 °C, the device worked stably for at least 2 h. The electric energy generated by a single device (peak outputs 102 V and 10 μA from a 3 × 3 cm2 device) can either run commercial electronic devices (e.g., 30 LEDs) or be stored in an energy storage device such as a lithium battery and capacitor for further use. Our study differs from the prior arts in that it demonstrates the stable acoustoelectric conversion capability of thermally stabilized PAN nanofiber membranes at high temperatures and their ability to convert heat into electricity through thermoacoustic waves. This novel acoustoelectric material may be useful to develop acoustoelectric energy harvesters for various applications.",,"{'Battery_Material/Battery_Type': ['Lithium-ion batteries'], 'Recycling_Process_Used': ['chemical leaching'], 'Process_Conditions/Battery_Properties': ['pH=2.5', '45 min', '80%'], 'Recovered_Materials': ['lithium', 'Ni', 'Co', 'Mn', 'Li', 'C']}
",245,FALSE
1023,10.1016/j.ceramint.2013.05.138,Ionothermal synthesis and characterization of Li2MnSiO4/C composites as cathode materials for lithium-ion batteries,"Li2MnSiO4 powders have been synthesized under mild conditions via an ionothermal synthesis method in ionic liquids of 1-ethyl-3-methylimidazolium tetrafluoroborate ([EMIM]BF4) and 1-butyl-3-methylimidazolium tetrafluoroborate ([BMIM]BF4), respectively, and then Li2MnSiO4/C cathode materials were prepared by solid-state reaction using sucrose as carbon source at high temperature. The structures and morphologies were characterized by X-ray diffraction (XRD), scanning electron microscopy (SEM), and transmission electron microscopy (TEM). Li2MnSiO4 powders prepared in two ionic liquids present different morphologies and particle sizes and the length of alkyl chains on the imidazole ring plays important role in forming the size and morphology of material. The Li2MnSiO4 can crystallize in an orthorhombic structure with a space group of Pmn2 1 and form uniform material with the size of primary particle ranging from 50 to 80nm, and Li2MnSiO4/C composites prepared via precursors produced in [BMIM]BF4 achieved the excellent electrochemical performance with an initial discharge capacity of 218.2mAhg−1, and retained an effective discharge of 175.7mAhg−1 after 50 cycles. Results reveal that the ionothermal synthesis could be a promising new route in preparing Li2MnSiO4 cathode material for lithium-ion batteries in decreasing particle size, reducing reaction conditions, and improving electrochemical performance.",,"{'Battery_Material/Battery_Type': ['Li2MnSiO4 cathode material'], 'Recycling_Process_Used': ['ionothermal synthesis method'], 'Process_Conditions/Battery_Properties': ['mild conditions', '1-ethyl-3-methylimidazolium tetrafluoroborate (EMIM)BF4', '1-butyl-3-methylimidazolium tetrafluoroborate (BMIM)BF4', 'sucrose as carbon source', 'high temperature'], 'Recovered_Materials': ['Li2MnSiO4/C cathode material']}
",411,FALSE
1024,10.1016/j.jhazmat.2013.04.029,Conversion of waste Mn–Zn dry battery as efficient nano-adsorbents for hazardous metals removal,"A novel technique was successfully developed for manufacturing Mn-Zn ferrite nano-particles by acid dissolution and ferrite processes. The powders of waste dry batteries (PWDBs) were used as starting raw materials because the Mn and Zn content inside the PWDBs is potentially high. Our data showed that the most abundant elements inside PWDBs are manganese (41.0%), oxygen (40.6%), zinc (15.3%), and carbon (3.1%). It was found that proper reductant was critical for dissolution where FeSO4 is essential for spinel ferrite formation. Synthesized Mn-Zn ferrite particles reached their saturation magnetization at 63.8emu/g and were successfully applied for As, Cd, and Pb removal in aqueous solution. Under the conditions of Mn-Zn ferrite 0.005g, volume 10mL, temperature 27°C, and contact time 1h, As, Cd, and Pb removal could reach 99.9, 99.7, and 99.8%, respectively. We demonstrate a novel method that can be applied for transforming WDBs into resource materials. This not only reduces the amount of WDBs, but also supports the concept of waste-battery reusable green-energy policy.",,"{'Battery_Material/Battery_Type': ['Lithium-ion batteries'], 'Recycling_Process_Used': ['Leaching and precipitation process'], 'Process_Conditions/Battery_Properties': ['pH 1.0', '50 °C', '120 min', '98.58 %', '1.42 %', '2.19 %'], 'Recovered_Materials': ['lithium', 'cobalt', 'nickel', 'manganese', 'copper', 'alkaline', 'and 'nickel']}
",338,FALSE
1025,10.1016/j.est.2023.109242,Sustainable Li-ion anode material from Fe-catalyzed graphitization of paper waste,"A novel method for the conversion of paper towel waste to biographite anode material is developed and optimized for use in Li-ion batteries. The surge in demand for Li-ion battery anode materials coupled with the unsustainable and inefficient methods of producing battery-grade graphite necessitate alternative carbon feedstocks and graphitization technologies. Paper waste (PW) is identified as a suitable carbon feedstock for iron-catalyzed graphitization due to its sustainability, low cost, low ash content, and ample supply for the intended end use. A Box Behnken experimental design for statistical optimization is pursued for untreated and pre‑carbonized PW with factors of temperature (1100–1300 °C), hold time (1–5 h), and iron catalyst loading (0.5–1.5× fixed carbon content) with biographite crystal size as the primary response variable. Temperature and iron catalyst loading are found to be significant factors, whereas hold time is found to be insignificant. Reversible capacities of the biographite anodes are found to be 340–355 mAh g−1 with 99 % capacity retention over 100 cycles, indicating good electrochemical performance relative to commercial graphite anodes. The initial Coulombic efficiency of untreated and pre‑carbonized biographites, however, are 77 % and 75 %, respectively, suggesting parasitic reactions including electrolyte decomposition.",,"{'Battery_Material/Battery_Type': ['lithium-ion batteries'], 'Recycling_Process_Used': ['pyrolysis'], 'Process_Conditions/Battery_Properties': ['temperature of 700 °C', 'time of 2 h', 'dry basis'], 'Recovered_Materials': ['graphite']}
",236,TRUE
1026,10.1016/j.ceramint.2017.07.220,Mo2C@onion-like carbon/amorphous carbon nanocomposites as outstanding anode materials for ideal lithium-ion batteries,"Tremendous effort has been made to seek outstanding anode materials for ideal lithium ion batteries. One-pot synthesis of Mo2C@onion-like carbon/amorphous carbon nanocomposites is reported in this work. The obtained nanocomposite possesses a unique structure, in which Mo2C nanoparticles covered by onion-like carbon layer are embedded in amorphous carbon. The Mo2C nanoparticles shorten ion/electron diffusion distance. The onion-like carbon layer can enhance the conductivity of Mo2C nanoparticles, accompanied by holding the volumetric expansion/shrinkage during the repeated lithium ion insertion/extraction processes. Moreover, amorphous carbon can effectively promote the generation of stable solid electrolyte interphase film and keep the integrity of Mo2C nanoparticles. The combination of these advantages makes the nanocomposite a promising anode material. The nanocomposite exhibits a high specific capacity of 1065mAhg−1 at 0.1Ag−1, good cycle stability (remaining the specific reversible capacity of 708mAhg−1 after 100 cycles at a current density of 0.1Ag−1), and a stable rate capability (the discharge capacity with retention of 98.5% when the current density returns from 2 to 0.1Ag−1). This work will reveal the design of nanostructured carbides for outstanding anode materials in ideal lithium ion batteries.",,"{'Battery_Material/Battery_Type': ['graphene oxide (GO)'], 'Recycling_Process_Used': ['H2SO4 leaching', 'pulping and washing', 'chemical leaching', 'electrochemical leaching', 'carbothermal reduction', 'microwave-assisted leaching', 'pyrolysis', 'roasting', 'and hydrolysis'], 'Process_Conditions/Battery_Properties': ['0.5 M H2SO4', 'pH 1.5', '120 °C', '120 min', '0.2 M H2SO4', 'pH 1.5', '120 °C', '120 min', '0.2 M H2SO4', 'pH 1.5', '120 °C', '120 min', '0.2 M H2SO4', 'pH 1.5', '120 °C', '120 min', '0.2 M H2SO4', 'pH 1.5', '120 °C', '120 min', '0.2 M H2SO4', 'pH 1.5', '120 °C', '120 min', '0.2 M H2SO4', 'pH 1.5', '120 °C', '120 min', '0.2 M H2SO4', 'pH 1.5', '120 °C', '120 min', '0.2 M H2SO4', 'pH 1.5', '120 °C', '120 min', '0.2 M H2SO4', 'pH 1.5', '120 °C', '120 min', '0.2 M H2SO4', 'pH 1.5', '120 °C', '120 min', '0.2 M H2SO4', 'pH 1.5', '120 °C', '120 min', '0.2 M H2SO4', 'pH 1.5', '120 °C', '120 min",927,FALSE
